node,lt_mean,lt_std,lt_robust
13096,2.49,7.7310995337015305,1.7168900466298471
20631,8.155,33.564281237649055,4.798571876235094
18757,5.465,26.58380663110534,2.8066193368894656
25723,3.105,9.612698632538107,2.143730136746189
7938,4.385,34.06356961623371,0.9786430383766289
20662,4.74,9.447878068645892,3.795212193135411
31289,8.61,12.085441655148562,7.401455834485143
25984,7.23,20.995406640501155,5.130459335949885
17919,4.86,14.813858376533775,3.378614162346623
26155,3.48,9.193454193065849,2.560654580693415
17005,11.32,44.42597888623277,6.877402111376723
32747,11.395,30.763760742145944,8.318623925785404
14804,4.415,14.345130706968133,2.9804869293031864
17025,1.015,0.12155245781143219,1.0028447542188568
26705,6.07,22.494112563068587,3.8205887436931416
27133,1.52,3.365947117825827,1.1834052882174173
23039,3.59,15.641032574609644,2.025896742539035
12415,14.775,39.4022128185715,10.83477871814285
22192,1.75,3.800986713999406,1.3699013286000594
23562,7.065,17.483442881766738,5.316655711823326
31734,5.16,11.838260007281477,3.976173999271852
31415,1.585,2.9159518171602214,1.2934048182839777
5487,4.985,2.845131807140049,4.700486819285995
7963,9.66,42.6143684688627,5.39856315311373
13731,6.72,22.641810881641074,4.455818911835893
9313,24.435,97.286154076518,14.706384592348197
15311,33.92,104.21988102084939,23.498011897915063
26850,17.08,54.152780168704176,11.664721983129581
11547,1.08,0.39191835884530846,1.0408081641154692
32207,9.235,46.685541391313,4.566445860868699
32213,5.875,17.529956503083515,4.1220043496916485
22566,13.015,39.274989178865475,9.087501082113453
11147,27.28,67.38502504266063,20.54149749573394
939,13.045,33.14759380407573,9.730240619592426
10451,14.105,58.68342163677915,8.236657836322085
18195,1.425,3.303691117522944,1.0946308882477056
5839,12.525,51.092654804776004,7.4157345195224
6083,10.92,83.56442783864435,2.563557216135564
29782,11.0,25.100796800101783,8.489920319989821
12444,1.295,1.7657788649771522,1.1184221135022847
12494,9.975,41.89838153198761,5.7851618468012385
20046,18.05,61.105871240004426,11.939412875999558
23378,9.725,36.46422047706491,6.078577952293508
15217,7.44,29.102858966087847,4.529714103391216
15777,3.88,6.88008720874961,3.191991279125039
27100,11.87,59.16344394979046,5.953655605020953
22670,3.4,10.058826969383658,2.394117303061634
25850,10.46,49.291565201360775,5.530843479863923
19707,2.83,5.520063405432948,2.277993659456705
12201,1.945,1.7123010833378574,1.7737698916662143
17205,9.26,34.81152682661305,5.778847317338695
9664,3.355,8.709705792964536,2.4840294207035463
9908,8.42,46.861536466488175,3.733846353351182
20167,7.285,28.240994582344296,4.46090054176557
27108,4.56,13.181289769973194,3.2418710230026804
9840,5.95,21.559394703933595,3.7940605296066408
17022,11.17,43.00094301291543,6.869905698708457
26565,16.865,76.73054655741738,9.19194534425826
25415,13.015,41.05709165296539,8.909290834703462
10105,8.56,38.258154686288776,4.734184531371122
5638,15.035,55.7651663227144,9.45848336772856
4364,3.5,14.344336861632886,2.0655663138367113
10821,20.02,67.24574038554412,13.295425961445588
18516,24.625,75.42701356278134,17.082298643721867
18013,9.86,31.83033772990792,6.676966227009207
21264,7.1,18.08590611498357,5.291409388501643
10409,13.15,45.57979267175313,8.592020732824686
20726,11.38,26.718076278055648,8.708192372194436
5956,17.175,80.89273375897244,9.085726624102756
13345,11.31,28.655957495780875,8.444404250421913
11780,17.335,57.37702305801514,11.597297694198486
11321,4.82,13.167292812115935,3.5032707187884067
13286,20.86,81.05510718023879,12.75448928197612
5208,3.75,6.947481558089953,3.055251844191005
14616,8.105,14.316912202007806,6.673308779799219
13278,1.505,1.9974921777068366,1.3052507822293162
22421,8.615,39.87614293032865,4.627385706967136
32746,16.425,29.02609817043965,13.522390182956036
23388,12.26,74.43428242416259,4.81657175758374
19649,7.195,15.878821587258926,5.607117841274108
29426,6.405,40.33101752993594,2.3718982470064063
9175,1.025,0.18540496217739158,1.0064595037822608
7190,15.08,53.57241454330763,9.722758545669237
19691,11.995,21.64197253024779,9.83080274697522
9876,3.465,11.094538070600326,2.3555461929399675
8173,20.495,103.4906274741824,10.14593725258176
17773,12.545,35.07218235297028,9.037781764702972
10421,15.275,57.1367602774256,9.56132397225744
23159,16.25,40.559308426056774,12.194069157394322
24912,2.415,7.267239847424881,1.6882760152575118
18176,7.215,28.992219214816934,4.315778078518306
5032,1.07,0.3536947836765478,1.0346305216323453
21761,6.89,17.057781215621215,5.184221878437878
17209,8.1,34.401598800055794,4.659840119994421
32750,10.555,44.23049824498928,6.131950175501072
29492,9.7,33.69836791300136,6.330163208699863
18065,21.495,57.53042651501898,15.741957348498103
17662,6.13,21.00650137457449,4.029349862542551
14199,1.23,1.0134594219799824,1.1286540578020017
18214,3.1,8.501176389182852,2.2498823610817147
29488,7.625,51.899271430338985,2.4350728569661015
22871,15.66,48.32995344504276,10.827004655495724
3026,17.875,52.773188031423686,12.597681196857632
11955,4.21,25.143307260581295,1.6956692739418702
12131,15.47,38.26968905021309,11.643031094978692
31406,4.18,18.696994410867216,2.310300558913278
16585,4.63,17.28736822075587,2.901263177924413
665,7.885,39.49888321206056,3.9351116787939433
2272,9.795,32.050319421185186,6.589968057881482
12782,7.66,14.715107882717001,6.1884892117282995
2882,7.06,17.38379705357837,5.3216202946421625
4498,10.565,39.73632815195687,6.591367184804312
6773,9.62,31.512150037723547,6.468784996227644
7043,16.43,50.79000984445662,11.350999015554336
25356,22.275,42.538093222428294,18.02119067775717
13666,15.855,69.00075343791545,8.954924656208455
20992,15.63,23.817705598986652,13.248229440101335
29564,11.94,50.28654293148416,6.9113457068515824
